frame,x1,y1,x2,y2,cx,cy
0,597,807,766,956,681,882
1,576,816,746,978,661,897
2,575,816,745,978,660,897
3,548,830,743,970,645,900
4,545,830,743,970,644,900
5,547,830,743,970,645,900
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,581,860,735,1000,658,930
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,574,610,788,797,681,703
16,574,610,788,798,681,704
17,574,610,788,797,681,703
18,596,872,754,1013,675,942
19,607,881,762,1016,684,948
20,606,881,762,1016,684,948
21,607,880,762,1016,685,948
22,607,880,762,1016,684,948
23,606,880,762,1016,684,948
24,985,865,1102,963,1044,914
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,708,747,862,894,785,821
29,709,747,864,894,786,821
30,708,716,835,857,772,787
31,864,602,979,769,921,686
32,863,602,979,769,921,686
33,863,602,978,768,921,685
34,863,602,978,769,920,686
35,863,602,978,769,920,685
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,658,819,869,961,764,890
43,661,809,861,955,761,882
44,663,809,861,955,762,882
45,665,809,861,955,763,882
46,665,809,861,955,763,882
47,664,809,860,955,762,882
48,696,802,845,952,770,877
49,693,802,827,942,760,872
50,691,802,828,942,759,872
51,695,810,807,939,751,874
52,696,810,807,939,751,874
53,696,810,807,939,752,874
54,846,583,1040,770,943,677
55,868,585,1062,775,965,680
56,867,585,1063,776,965,681
57,867,585,1063,776,965,681
58,868,584,1063,776,966,680
59,868,585,1063,776,965,680
