frame,x1,y1,x2,y2,cx,cy
0,1148,742,1301,881,1225,812
1,1120,749,1317,925,1218,837
2,1120,750,1318,925,1219,838
3,1120,750,1318,925,1219,838
4,1097,764,1289,911,1193,838
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,1074,728,1255,879,1164,803
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,440,919,653,1080,546,999
24,440,919,653,1080,547,999
25,443,880,649,1061,546,971
26,443,880,649,1061,546,970
27,445,880,649,1061,547,971
28,824,885,963,970,894,928
29,828,882,959,977,893,929
30,828,882,959,977,893,929
31,828,882,959,977,893,929
32,828,882,959,977,893,929
33,828,882,959,977,893,929
34,792,879,946,981,869,930
35,784,864,931,985,858,924
36,785,864,931,984,858,924
37,782,860,922,983,852,921
38,781,860,921,983,851,921
39,780,859,921,982,851,921
40,767,868,919,985,843,927
41,777,906,908,1005,843,955
42,778,907,912,1005,845,956
43,777,906,910,1005,844,955
44,774,910,924,1006,849,958
45,774,909,924,1006,849,958
46,796,908,924,988,860,948
47,801,913,891,981,846,947
48,801,913,890,982,846,947
49,756,872,910,977,833,925
50,755,872,910,977,833,925
51,778,873,908,980,843,926
52,790,846,930,974,860,910
53,619,753,755,879,687,816
54,619,753,754,879,686,816
55,619,753,753,877,686,815
56,619,753,754,879,687,816
57,619,753,755,880,687,816
58,612,798,737,918,675,858
59,0,0,0,0,0,0
