frame,x1,y1,x2,y2,cx,cy
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,625,461,705,547,665,504
23,609,454,701,535,655,494
24,589,439,701,523,645,481
25,563,425,689,508,626,466
26,556,410,683,490,620,450
27,547,388,668,471,607,430
28,538,363,667,457,602,410
29,527,345,651,441,589,393
30,526,326,631,423,578,374
31,522,306,638,412,580,359
32,525,297,629,405,577,351
33,524,289,638,405,581,347
34,527,284,638,405,583,345
35,530,285,645,406,587,346
36,535,288,642,403,588,346
37,0,0,0,0,0,0
38,541,303,636,395,589,349
39,537,307,634,405,585,356
40,535,321,633,416,584,368
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,753,506,845,556,799,531
54,754,485,864,554,809,520
55,759,471,876,545,818,508
56,762,463,877,530,819,497
57,766,461,875,526,820,493
58,768,454,875,522,822,488
59,762,449,876,521,819,485
