frame,x1,y1,x2,y2,cx,cy
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,713,729,847,874,780,802
4,713,729,848,875,780,802
5,713,729,847,875,780,802
6,719,726,860,866,790,796
7,726,718,868,863,797,791
8,726,718,867,863,797,791
9,726,719,868,863,797,791
10,726,720,868,863,797,791
11,726,720,868,863,797,792
12,738,719,885,871,812,795
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,959,605,1156,804,1058,704
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,1173,731,1376,912,1275,821
26,1174,731,1378,912,1276,822
27,1189,747,1358,923,1273,835
28,1189,747,1359,922,1274,835
29,1188,747,1358,922,1273,835
30,936,943,1061,1007,998,975
31,1179,761,1302,868,1240,815
32,1178,761,1301,868,1240,815
33,1178,761,1301,868,1240,814
34,1178,761,1301,867,1240,814
35,1178,761,1301,867,1240,814
36,0,0,0,0,0,0
37,1201,757,1337,875,1269,816
38,1201,757,1337,876,1269,817
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,877,711,1111,882,994,796
43,877,713,1111,889,994,801
44,876,713,1111,889,994,801
45,877,713,1111,889,994,801
46,876,713,1111,889,994,801
47,876,713,1111,889,994,801
48,1033,850,1206,1010,1120,930
49,1088,687,1236,824,1162,755
50,1088,686,1238,823,1163,755
51,1067,649,1237,799,1152,724
52,1067,648,1236,798,1151,723
53,1066,647,1235,798,1150,723
54,1110,609,1249,760,1179,685
55,986,788,1177,950,1082,869
56,987,785,1178,949,1082,867
57,986,786,1177,950,1081,868
58,987,786,1177,949,1082,868
59,984,787,1177,949,1081,868
