frame,x1,y1,x2,y2,cx,cy
0,883,856,993,970,938,913
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,888,916,1083,1080,986,998
11,945,806,1092,947,1019,876
12,947,806,1092,946,1020,876
13,957,802,1129,948,1043,875
14,954,802,1128,947,1041,875
15,957,802,1129,948,1043,875
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,1022,824,1177,960,1100,892
24,1021,824,1177,961,1099,892
25,1026,840,1180,976,1103,908
26,1026,839,1180,976,1103,908
27,1026,839,1180,976,1103,908
28,1040,858,1191,991,1116,924
29,1047,885,1192,1002,1120,943
30,1047,885,1193,1002,1120,943
31,1046,885,1192,1002,1119,944
32,1047,885,1193,1002,1120,943
33,1047,885,1193,1002,1120,943
34,1051,901,1196,1009,1123,955
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,1076,788,1232,948,1154,868
42,1076,788,1232,948,1154,868
43,1077,788,1232,948,1154,868
44,1077,788,1231,948,1154,868
45,1077,788,1232,949,1154,868
46,1065,772,1231,946,1148,859
47,1048,782,1218,930,1133,856
48,1051,782,1218,930,1134,856
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,971,769,1177,937,1074,853
53,975,794,1140,946,1058,870
54,976,794,1140,946,1058,870
55,977,794,1140,946,1058,870
56,978,794,1140,946,1059,870
57,977,794,1140,946,1059,870
58,982,806,1114,950,1048,878
59,0,0,0,0,0,0
