frame,x1,y1,x2,y2,cx,cy
0,740,621,876,704,808,662
1,734,625,863,709,799,667
2,727,624,858,711,793,668
3,722,626,849,711,786,668
4,716,626,841,713,779,670
5,711,626,841,713,776,670
6,705,627,830,712,768,669
7,699,625,833,711,766,668
8,694,627,830,712,762,670
9,690,627,824,711,757,669
10,684,628,821,711,753,670
11,680,628,816,710,748,669
12,673,627,810,710,741,669
13,666,625,809,709,738,667
14,659,624,802,707,730,665
15,653,623,794,706,723,665
16,646,620,791,703,719,661
17,639,616,784,701,712,658
18,634,613,777,698,705,655
19,624,606,763,693,694,649
20,613,601,761,688,687,645
21,609,597,758,683,684,640
22,603,591,744,677,674,634
23,594,583,738,673,666,628
24,590,576,737,669,663,622
25,585,571,731,666,658,619
26,583,565,730,664,656,615
27,582,560,724,662,653,611
28,580,553,722,662,651,608
29,581,554,717,662,649,608
30,580,557,721,665,651,611
31,578,561,728,668,653,614
32,580,566,731,670,655,618
33,580,572,738,681,659,626
34,584,590,751,692,668,641
35,586,604,760,710,673,657
36,595,621,768,728,682,674
37,611,638,781,738,696,688
38,627,655,797,757,712,706
39,640,661,809,764,725,712
40,648,661,819,761,734,711
41,660,649,824,754,742,701
42,672,649,822,747,747,698
43,680,634,838,737,759,685
44,688,625,844,731,766,678
45,695,618,847,717,771,667
46,702,614,853,717,778,666
47,707,610,858,713,782,662
48,712,609,858,708,785,658
49,716,609,859,706,787,657
50,722,609,861,707,792,658
51,725,609,864,709,795,659
52,729,612,864,710,797,661
53,732,615,863,710,798,663
54,736,615,867,712,801,663
55,738,618,868,715,803,666
56,741,618,867,716,804,667
57,744,618,867,719,805,669
58,747,620,866,721,806,671
59,749,619,868,723,808,671
