frame,x1,y1,x2,y2,cx,cy
0,703,646,848,729,776,688
1,697,645,846,730,772,687
2,692,645,843,730,767,687
3,690,643,838,728,764,686
4,684,641,835,728,760,684
5,679,640,829,728,754,684
6,677,638,824,726,751,682
7,675,637,821,725,748,681
8,670,635,822,725,746,680
9,663,632,820,723,741,678
10,659,630,817,719,738,675
11,653,627,812,717,732,672
12,649,625,805,715,727,670
13,645,624,806,715,725,669
14,639,623,800,715,719,669
15,635,622,797,715,716,669
16,629,622,795,716,712,669
17,624,622,795,717,709,669
18,622,621,789,717,705,669
19,617,620,786,723,701,671
20,613,621,784,726,698,674
21,610,624,782,729,696,677
22,608,629,781,732,694,680
23,608,634,787,739,698,687
24,609,640,802,753,705,696
25,610,647,801,760,705,703
26,612,656,799,767,705,712
27,615,665,804,777,709,721
28,620,673,800,785,710,729
29,624,673,804,788,714,731
30,627,675,805,788,716,732
31,631,674,807,787,719,731
32,633,670,807,782,720,726
33,638,665,809,774,723,719
34,640,661,817,767,728,714
35,641,658,812,761,727,709
36,647,649,818,754,733,702
37,650,642,819,751,734,696
38,653,641,818,746,736,693
39,657,640,815,743,736,692
40,659,642,815,741,737,691
41,662,645,814,740,738,692
42,665,648,810,740,737,694
43,667,653,810,743,739,698
44,673,657,813,746,743,701
45,677,660,816,752,747,706
46,680,662,818,754,749,708
47,685,663,820,753,752,708
48,689,664,821,755,755,710
49,691,664,826,753,758,708
50,696,665,828,752,762,709
51,703,664,830,752,766,708
52,707,665,833,751,770,708
53,712,666,829,750,770,708
54,714,666,836,750,775,708
55,717,665,839,749,778,707
56,722,663,845,748,784,706
57,725,663,850,746,788,704
58,730,661,851,742,790,702
59,734,660,854,740,794,700
