frame,x1,y1,x2,y2,cx,cy
0,776,625,894,718,835,671
1,770,628,892,717,831,672
2,766,627,888,715,827,671
3,762,626,885,716,824,671
4,757,627,881,715,819,671
5,753,627,878,715,816,671
6,750,627,878,714,814,670
7,746,628,877,715,811,671
8,742,627,877,715,809,671
9,737,628,876,716,807,672
10,732,628,873,717,803,672
11,726,627,861,716,793,672
12,715,627,855,716,785,672
13,707,623,849,713,778,668
14,695,620,848,709,772,664
15,686,615,843,704,765,659
16,674,607,832,700,753,653
17,663,600,823,693,743,646
18,653,591,817,688,735,639
19,642,574,801,681,721,628
20,631,563,796,676,713,620
21,620,550,781,671,701,611
22,613,548,768,665,690,606
23,605,543,765,663,685,603
24,596,543,762,662,679,603
25,589,543,751,664,670,604
26,582,547,741,667,662,607
27,575,554,743,673,659,613
28,568,568,736,689,652,628
29,562,590,744,710,653,650
30,558,612,748,732,653,672
31,563,638,743,755,653,697
32,572,666,755,781,663,724
33,582,684,765,799,674,742
34,591,693,774,808,683,750
35,600,693,784,805,692,749
36,608,686,798,801,703,743
37,617,674,797,789,707,732
38,629,661,805,782,717,721
39,636,658,810,771,723,715
40,646,650,809,767,727,709
41,653,640,820,762,737,701
42,658,638,825,760,742,699
43,667,638,825,759,746,698
44,673,638,829,759,751,698
45,680,637,830,757,755,697
46,685,638,831,759,758,699
47,691,638,837,758,764,698
48,695,640,842,759,768,699
49,701,644,839,757,770,700
50,706,644,841,756,773,700
51,712,644,846,758,779,701
52,717,644,853,754,785,699
53,722,641,853,752,788,697
54,730,640,853,745,792,692
55,738,639,853,741,795,690
56,745,638,855,738,800,688
57,750,636,859,735,805,685
58,754,637,862,733,808,685
59,761,636,865,734,813,685
