frame,x1,y1,x2,y2,cx,cy
0,789,629,884,719,837,674
1,788,632,887,719,838,675
2,788,636,889,723,838,679
3,787,638,887,724,837,681
4,785,639,887,725,836,682
5,781,639,889,725,835,682
6,780,641,887,726,833,684
7,777,643,890,727,833,685
8,772,643,889,726,830,685
9,768,645,886,726,827,686
10,764,646,880,726,822,686
11,757,646,880,727,818,686
12,751,646,877,728,814,687
13,743,647,872,727,807,687
14,732,646,862,729,797,688
15,722,646,853,729,788,688
16,710,644,845,729,778,687
17,699,642,842,727,770,685
18,688,639,831,726,760,682
19,678,635,819,723,748,679
20,665,629,810,719,737,674
21,657,624,804,713,730,669
22,647,618,802,708,724,663
23,640,614,796,702,718,658
24,634,604,790,697,712,650
25,629,596,786,690,708,643
26,622,590,781,684,702,637
27,616,583,771,682,693,633
28,613,570,768,679,691,625
29,608,568,766,677,687,622
30,605,566,764,674,685,620
31,603,567,759,674,681,620
32,601,567,759,678,680,622
33,598,573,760,685,679,629
34,598,590,758,690,678,640
35,598,598,767,708,683,653
36,602,617,774,723,688,670
37,612,638,780,741,696,690
38,627,663,791,766,709,715
39,639,682,809,787,724,734
40,653,687,819,791,736,739
41,665,686,822,785,744,736
42,675,674,830,774,752,724
43,683,666,834,765,759,716
44,691,659,841,761,766,710
45,699,655,838,754,769,705
46,704,653,844,751,774,702
47,710,652,848,748,779,700
48,715,653,849,748,782,700
49,721,652,854,748,787,700
50,727,651,853,746,790,698
51,731,654,854,749,792,701
52,733,654,853,750,793,702
53,737,655,854,751,795,703
54,739,659,857,752,798,706
55,740,662,866,751,803,706
56,740,662,868,751,804,707
57,742,663,871,750,806,707
58,744,663,861,750,802,707
59,746,665,861,750,804,707
