frame,x1,y1,x2,y2,cx,cy
0,956,558,1054,639,1005,598
1,968,567,1065,645,1016,606
2,970,572,1078,654,1024,613
3,978,582,1083,662,1031,622
4,987,591,1097,670,1042,630
5,993,600,1102,677,1048,639
6,997,611,1104,686,1051,649
7,1006,621,1112,692,1059,657
8,1010,632,1116,698,1063,665
9,1020,642,1125,702,1072,672
10,1020,650,1126,710,1073,680
11,1021,660,1134,723,1077,692
12,1031,670,1135,724,1083,697
13,1032,677,1136,724,1084,701
14,1046,686,1127,724,1087,705
15,1046,692,1127,727,1086,709
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,1037,682,1132,726,1085,704
31,1035,672,1128,723,1082,698
32,1027,659,1129,723,1078,691
33,1028,642,1129,716,1078,679
34,1031,625,1133,701,1082,663
35,1036,609,1139,690,1087,649
36,1035,584,1154,677,1094,631
37,1027,544,1147,650,1087,597
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,879,395,975,498,927,447
41,839,373,934,471,886,422
42,801,357,902,478,851,418
43,784,363,872,476,828,419
44,761,373,842,481,802,427
45,744,387,822,498,783,443
46,730,400,804,507,767,454
47,714,420,789,517,752,469
48,692,427,773,523,733,475
49,682,436,765,537,723,487
50,671,439,757,544,714,492
51,667,444,749,547,708,496
52,657,451,746,559,701,505
53,653,461,741,565,697,513
54,646,467,741,572,694,519
55,636,487,731,576,684,532
56,631,495,732,583,681,539
57,630,508,737,586,683,547
58,629,512,735,592,682,552
59,626,516,734,599,680,558
