frame,x1,y1,x2,y2,cx,cy
0,908,590,1016,657,962,623
1,921,595,1021,662,971,628
2,926,601,1026,667,976,634
3,939,609,1036,675,987,642
4,951,616,1046,676,998,646
5,952,620,1059,678,1005,649
6,960,625,1062,688,1011,656
7,966,633,1069,695,1017,664
8,972,641,1068,697,1020,669
9,973,646,1072,699,1023,673
10,975,656,1081,708,1028,682
11,983,661,1088,716,1035,689
12,996,668,1082,717,1039,692
13,998,677,1089,723,1044,700
14,1000,685,1087,727,1043,706
15,1004,691,1080,727,1042,709
16,1009,700,1076,727,1042,713
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,1019,689,1100,725,1059,707
32,1011,679,1095,725,1053,702
33,1003,665,1087,726,1045,695
34,996,647,1086,714,1041,681
35,995,632,1090,706,1043,669
36,1002,615,1102,700,1052,658
37,1013,596,1121,685,1067,641
38,1018,566,1134,658,1076,612
39,1007,515,1112,622,1060,569
40,0,0,0,0,0,0
41,916,428,1003,534,960,481
42,866,413,947,512,906,462
43,836,404,911,516,874,460
44,814,405,886,508,850,457
45,809,425,868,512,839,469
46,807,427,862,508,835,467
47,794,430,858,513,826,471
48,789,426,852,513,821,470
49,782,428,840,523,811,475
50,779,420,840,513,809,466
51,777,427,840,514,808,470
52,763,434,833,521,798,478
53,759,437,828,521,793,479
54,756,439,828,525,792,482
55,750,440,833,529,792,484
56,749,443,834,534,792,488
57,748,449,830,541,789,495
58,750,461,830,545,790,503
59,746,470,831,552,788,511
