frame,x1,y1,x2,y2,cx,cy
0,1013,587,1123,688,1068,637
1,1012,590,1125,691,1068,640
2,1011,592,1127,697,1069,644
3,1009,592,1130,701,1069,647
4,1008,593,1124,705,1066,649
5,1001,596,1125,706,1063,651
6,998,598,1124,708,1061,653
7,996,603,1122,708,1059,656
8,1001,608,1126,709,1063,658
9,1005,612,1120,710,1063,661
10,1006,614,1124,710,1065,662
11,1007,615,1124,714,1065,665
12,1008,616,1127,719,1067,667
13,1011,616,1131,724,1071,670
14,1018,618,1136,724,1077,671
15,1027,616,1147,723,1087,669
16,1032,615,1153,722,1092,669
17,1037,612,1154,715,1096,664
18,1044,608,1160,713,1102,660
19,1046,598,1166,706,1106,652
20,1055,591,1171,701,1113,646
21,1064,585,1176,697,1120,641
22,1072,583,1176,686,1124,635
23,1075,578,1179,675,1127,626
24,1076,571,1180,667,1128,619
25,1076,567,1180,665,1128,616
26,1077,556,1179,660,1128,608
27,1075,548,1173,656,1124,602
28,1075,546,1176,661,1125,603
29,1071,547,1177,666,1124,606
30,1066,555,1174,668,1120,611
31,1065,566,1174,672,1119,619
32,1054,584,1170,692,1112,638
33,1047,597,1160,701,1104,649
34,1031,615,1148,721,1089,668
35,1016,619,1132,734,1074,676
36,1000,631,1119,741,1060,686
37,988,635,1106,740,1047,687
38,979,631,1094,736,1036,683
39,972,618,1087,724,1030,671
40,968,604,1087,714,1027,659
41,959,593,1075,693,1017,643
42,942,587,1066,681,1004,634
43,956,574,1063,678,1009,626
44,948,557,1057,669,1002,613
45,947,546,1052,661,1000,604
46,945,541,1043,652,994,597
47,939,534,1037,650,988,592
48,940,529,1027,644,984,586
49,939,524,1016,633,978,578
50,924,510,1011,634,967,572
51,922,512,1005,634,963,573
52,922,513,994,632,958,572
53,919,513,991,637,955,575
54,920,523,990,641,955,582
55,920,535,993,645,957,590
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
