frame,x1,y1,x2,y2,cx,cy
0,1008,581,1118,685,1063,633
1,1007,583,1115,686,1061,635
2,1003,584,1112,688,1058,636
3,1003,588,1114,690,1059,639
4,1000,590,1110,690,1055,640
5,996,591,1106,695,1051,643
6,993,592,1107,697,1050,644
7,992,596,1102,701,1047,648
8,988,596,1101,705,1044,651
9,987,599,1101,707,1044,653
10,986,604,1097,708,1042,656
11,987,613,1100,714,1044,664
12,987,614,1098,720,1042,667
13,984,615,1098,720,1041,667
14,982,616,1095,723,1038,669
15,986,615,1100,723,1043,669
16,989,613,1107,717,1048,665
17,993,606,1115,715,1054,660
18,995,597,1122,709,1058,653
19,1002,590,1127,695,1065,642
20,1005,584,1128,689,1066,636
21,1005,574,1125,686,1065,630
22,1013,568,1127,678,1070,623
23,1016,565,1128,675,1072,620
24,1017,565,1131,674,1074,619
25,1017,564,1131,676,1074,620
26,1021,568,1134,689,1077,628
27,1019,579,1130,689,1075,634
28,1018,588,1141,704,1080,646
29,1020,598,1145,714,1082,656
30,1011,605,1144,718,1078,662
31,1009,607,1144,720,1077,664
32,1015,607,1144,719,1080,663
33,1014,601,1140,714,1077,657
34,1018,592,1141,704,1080,648
35,1021,575,1143,698,1082,636
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,1003,553,1119,657,1061,605
47,997,555,1118,663,1058,609
48,0,0,0,0,0,0
49,986,561,1108,668,1047,614
50,982,561,1100,669,1041,615
51,981,566,1098,669,1040,617
52,976,569,1093,670,1034,619
53,974,570,1091,671,1032,621
54,971,569,1088,674,1029,622
55,972,571,1083,673,1028,622
56,969,569,1083,676,1026,622
57,968,570,1078,676,1023,623
58,967,570,1076,678,1021,624
59,966,571,1073,680,1019,626
