frame,x1,y1,x2,y2,cx,cy
0,1003,591,1106,695,1054,643
1,1000,592,1105,695,1052,644
2,998,591,1103,695,1051,643
3,997,593,1103,697,1050,645
4,995,594,1103,697,1049,646
5,993,597,1103,699,1048,648
6,992,598,1103,700,1048,649
7,991,599,1107,703,1049,651
8,993,599,1107,704,1050,651
9,995,603,1108,705,1051,654
10,995,604,1111,703,1053,653
11,994,607,1116,706,1055,657
12,995,609,1118,707,1056,658
13,997,609,1121,709,1059,659
14,1005,608,1126,712,1065,660
15,1011,607,1136,709,1073,658
16,1021,607,1140,703,1081,655
17,1024,599,1148,702,1086,651
18,1034,592,1152,696,1093,644
19,1042,588,1154,689,1098,639
20,1047,577,1157,680,1102,628
21,1054,569,1165,669,1110,619
22,1060,564,1176,663,1118,613
23,1062,555,1178,658,1120,606
24,1063,547,1180,652,1122,600
25,1060,544,1177,650,1118,597
26,1060,544,1178,651,1119,598
27,1058,544,1179,655,1118,600
28,1061,549,1180,659,1120,604
29,1060,565,1177,668,1119,616
30,1056,577,1175,682,1116,630
31,1052,596,1171,697,1112,646
32,1048,614,1160,717,1104,665
33,1032,628,1152,731,1092,680
34,1018,636,1138,744,1078,690
35,1003,637,1130,754,1067,696
36,996,639,1114,755,1055,697
37,988,638,1110,751,1049,694
38,987,635,1111,741,1049,688
39,981,624,1113,732,1047,678
40,982,614,1111,721,1046,668
41,977,601,1102,708,1040,655
42,977,590,1097,692,1037,641
43,976,582,1093,683,1035,633
44,977,571,1092,674,1034,622
45,974,557,1090,668,1032,613
46,970,553,1086,665,1028,609
47,968,552,1079,657,1023,604
48,965,547,1075,651,1020,599
49,963,545,1071,647,1017,596
50,960,544,1066,642,1013,593
51,955,543,1062,642,1009,592
52,955,543,1056,640,1005,591
53,952,539,1052,639,1002,589
54,946,541,1047,640,997,590
55,945,545,1041,640,993,592
56,944,546,1038,640,991,593
57,941,545,1035,640,988,593
58,940,547,1031,641,986,594
59,938,552,1030,647,984,599
