frame,x1,y1,x2,y2,cx,cy
0,984,597,1098,702,1041,649
1,985,599,1098,703,1042,651
2,983,599,1100,705,1042,652
3,981,606,1100,706,1040,656
4,983,609,1105,708,1044,659
5,987,612,1105,708,1046,660
6,987,613,1107,709,1047,661
7,989,615,1109,712,1049,663
8,989,616,1111,711,1050,664
9,990,617,1113,713,1051,665
10,990,618,1119,715,1054,666
11,996,619,1124,715,1060,667
12,1000,617,1128,721,1064,669
13,1005,616,1128,723,1067,669
14,1014,616,1131,721,1072,668
15,1018,612,1132,715,1075,664
16,1022,612,1137,711,1079,662
17,1025,608,1140,708,1083,658
18,1031,599,1141,703,1086,651
19,1040,591,1146,693,1093,642
20,1045,583,1149,685,1097,634
21,1049,571,1155,670,1102,620
22,1047,563,1160,662,1104,612
23,1047,554,1160,655,1104,605
24,1044,547,1153,648,1099,598
25,1044,538,1155,641,1099,590
26,1042,537,1153,640,1098,588
27,1042,537,1156,640,1099,589
28,1041,540,1159,644,1100,592
29,1037,546,1157,656,1097,601
30,1039,560,1155,663,1097,611
31,1032,571,1150,680,1091,626
32,1027,600,1139,699,1083,650
33,1010,617,1126,721,1068,669
34,992,634,1109,731,1050,682
35,974,637,1092,736,1033,686
36,962,642,1081,732,1021,687
37,954,620,1074,725,1014,672
38,949,610,1071,714,1010,662
39,948,603,1063,699,1006,651
40,943,587,1063,689,1003,638
41,940,575,1051,677,996,626
42,936,567,1046,672,991,619
43,928,561,1041,667,985,614
44,925,556,1039,660,982,608
45,924,555,1032,656,978,606
46,918,553,1024,654,971,603
47,915,551,1018,653,967,602
48,911,549,1013,652,962,600
49,908,550,1009,652,958,601
50,906,555,1005,650,955,603
51,903,557,999,651,951,604
52,902,558,994,651,948,604
53,901,560,990,650,945,605
54,898,558,986,652,942,605
55,898,556,985,652,942,604
56,897,559,984,655,941,607
57,898,562,982,655,940,608
58,900,561,982,657,941,609
59,898,567,983,657,940,612
