frame,x1,y1,x2,y2,cx,cy
0,845,532,942,634,894,583
1,840,547,939,641,890,594
2,835,567,924,659,880,613
3,825,589,924,676,875,632
4,819,606,911,689,865,647
5,813,622,903,703,858,662
6,807,645,903,721,855,683
7,805,660,899,731,852,696
8,805,677,897,734,851,706
9,806,691,893,732,849,712
10,817,704,891,736,854,720
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,807,618,918,675,862,646
34,790,613,897,670,844,642
35,771,606,871,669,821,637
36,753,591,873,663,813,627
37,737,574,839,648,788,611
38,725,538,830,630,778,584
39,724,518,825,606,775,562
40,739,474,845,580,792,527
41,753,425,860,525,806,475
42,790,384,897,496,844,440
43,819,344,921,467,870,406
44,855,315,944,428,899,372
45,880,286,969,381,925,334
46,896,266,995,393,946,329
47,921,246,1020,378,971,312
48,933,232,1033,368,983,300
49,946,227,1052,362,999,294
50,952,216,1059,359,1006,288
51,963,213,1072,358,1017,285
52,968,214,1081,357,1025,285
53,971,211,1086,357,1028,284
54,975,210,1087,355,1031,282
55,979,212,1090,365,1035,289
56,986,217,1095,365,1040,291
57,993,222,1096,364,1045,293
58,997,228,1096,376,1046,302
59,1000,232,1100,381,1050,307
