frame,x1,y1,x2,y2,cx,cy
0,835,626,920,706,878,666
1,833,635,916,719,874,677
2,831,644,916,724,874,684
3,830,655,918,729,874,692
4,828,661,916,734,872,698
5,829,669,916,732,872,701
6,830,675,915,730,873,703
7,831,680,915,729,873,705
8,829,686,913,730,871,708
9,830,694,911,732,871,713
10,831,696,909,732,870,714
11,835,701,907,732,871,716
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,839,706,914,735,877,721
18,834,703,912,734,873,719
19,827,699,908,734,868,716
20,823,693,910,733,867,713
21,816,684,909,731,862,708
22,814,681,910,731,862,706
23,811,674,905,727,858,700
24,805,671,897,720,851,696
25,802,664,890,711,846,687
26,798,655,887,701,843,678
27,795,646,891,696,843,671
28,787,640,896,688,842,664
29,782,636,896,684,839,660
30,775,628,893,681,834,655
31,765,623,879,680,822,651
32,758,618,876,681,817,650
33,749,614,869,680,809,647
34,735,610,858,679,796,644
35,726,599,854,673,790,636
36,714,587,842,664,778,625
37,709,569,828,651,769,610
38,710,535,827,634,768,585
39,713,515,824,613,769,564
40,739,475,840,592,790,534
41,757,444,860,545,808,494
42,780,408,893,524,837,466
43,810,377,907,502,859,439
44,832,350,924,481,878,415
45,856,335,949,446,902,390
46,871,322,961,435,916,378
47,883,301,977,439,930,370
48,896,295,988,428,942,362
49,903,283,996,424,950,353
50,918,280,1009,419,964,349
51,927,276,1014,419,970,347
52,927,273,1019,412,973,342
53,925,271,1020,427,972,349
54,933,272,1021,421,977,346
55,936,273,1025,425,980,349
56,937,277,1030,426,984,352
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,949,278,1039,433,994,356
