frame,x1,y1,x2,y2,cx,cy
0,838,573,933,656,886,615
1,833,589,928,676,880,632
2,829,601,926,684,878,643
3,826,617,919,698,872,657
4,824,634,919,714,872,674
5,824,652,922,725,873,689
6,826,667,920,731,873,699
7,831,676,927,731,879,703
8,836,686,930,731,883,708
9,846,696,926,732,886,714
10,863,700,929,734,896,717
11,870,704,933,734,902,719
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,879,699,956,733,918,716
19,873,694,953,732,913,713
20,861,686,949,729,905,707
21,846,674,936,729,891,702
22,830,672,928,726,879,699
23,827,667,920,718,874,692
24,823,655,913,701,868,678
25,810,642,922,689,866,665
26,800,630,917,679,858,655
27,790,618,896,673,843,646
28,778,609,900,662,839,636
29,758,600,873,659,816,630
30,759,597,873,657,816,627
31,755,593,875,657,815,625
32,745,590,861,654,803,622
33,739,584,851,650,795,617
34,736,573,836,644,786,609
35,739,550,854,635,797,592
36,750,526,871,617,810,571
37,765,507,891,598,828,552
38,799,471,904,573,852,522
39,827,435,924,550,875,493
40,0,0,0,0,0,0
41,884,365,964,470,924,417
42,912,330,1011,438,961,384
43,931,314,1016,429,974,371
44,957,278,1041,412,999,345
45,969,276,1059,411,1014,344
46,973,265,1059,407,1016,336
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,1038,264,1126,392,1082,328
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
