frame,x1,y1,x2,y2,cx,cy
0,766,541,852,637,809,589
1,753,555,841,646,797,600
2,744,565,831,657,787,611
3,734,584,828,664,781,624
4,723,598,826,676,774,637
5,715,610,814,684,765,647
6,706,624,807,698,756,661
7,703,639,800,712,751,676
8,701,656,799,723,750,690
9,697,671,799,737,748,704
10,689,686,802,738,745,712
11,692,701,797,740,745,720
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,805,704,881,735,843,720
32,791,703,867,734,829,718
33,772,700,854,733,813,717
34,752,704,833,734,793,719
35,731,705,812,737,772,721
36,703,711,787,739,745,725
37,676,710,757,740,717,725
38,640,698,747,739,693,719
39,615,677,724,737,669,707
40,607,632,728,713,668,672
41,610,578,725,664,667,621
42,651,498,746,605,699,552
42,669,507,761,606,715,556
43,0,0,0,0,0,0
44,726,345,829,477,778,411
45,789,295,877,423,833,359
46,826,268,919,384,873,326
47,855,234,961,361,908,298
48,884,224,988,343,936,283
49,907,215,1009,332,958,274
50,923,209,1017,329,970,269
51,934,209,1030,322,982,265
52,940,201,1035,320,988,260
53,948,203,1037,315,992,259
54,954,199,1044,324,999,262
55,955,193,1051,323,1003,258
56,960,193,1055,326,1008,259
57,965,200,1059,331,1012,266
58,969,200,1063,347,1016,274
59,969,201,1065,354,1017,278
