frame,x1,y1,x2,y2,cx,cy
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,741,694,819,728,780,711
33,709,688,803,730,756,709
34,680,684,779,733,729,708
35,636,664,757,729,697,697
36,615,633,724,711,669,672
37,602,595,732,676,667,636
38,593,526,711,629,652,578
39,619,440,735,563,677,502
40,657,375,786,515,721,445
41,742,325,844,451,793,388
42,790,271,888,407,839,339
43,847,227,946,371,897,299
44,891,205,1006,363,949,284
45,936,201,1055,352,996,276
46,968,202,1090,341,1029,272
47,1002,207,1120,342,1061,275
48,1029,214,1145,351,1087,282
49,1052,228,1162,360,1107,294
50,1069,234,1181,361,1125,298
51,1082,246,1202,379,1142,312
52,1098,255,1209,391,1153,323
53,1112,258,1223,408,1167,333
54,1129,290,1215,414,1172,352
55,1149,310,1225,414,1187,362
56,1165,313,1236,407,1201,360
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
