frame,x1,y1,x2,y2,cx,cy
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,200,411,435,579,318,495
5,199,411,435,580,317,495
6,219,420,461,603,340,511
7,219,420,461,604,340,512
8,245,428,469,618,357,523
9,260,433,468,617,364,525
10,208,597,316,728,262,662
11,208,597,316,727,262,662
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,262,460,493,642,378,551
15,262,461,493,642,377,551
16,272,473,503,643,387,558
17,272,472,503,642,387,557
18,0,0,0,0,0,0
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,270,381,408,553,339,467
24,253,462,488,636,371,549
25,252,456,489,646,370,551
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,246,317,400,490,323,403
29,0,0,0,0,0,0
30,234,306,413,510,323,408
31,234,305,413,509,323,407
32,237,301,427,495,332,398
33,237,301,427,495,332,398
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,68,1040,129,1080,98,1060
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,277,325,457,483,367,404
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,396,531,494,655,445,593
47,280,312,489,489,384,401
48,374,358,523,499,448,428
49,372,358,524,499,448,428
50,383,356,541,508,462,432
51,383,356,541,507,462,432
52,396,344,563,537,480,440
53,396,344,563,537,480,440
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
