frame,x1,y1,x2,y2,cx,cy
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,329,866,505,1010,417,938
4,329,866,505,1010,417,938
5,545,577,770,773,658,675
6,545,577,771,773,658,675
7,545,577,771,773,658,675
8,282,746,446,889,364,817
9,282,746,445,889,364,817
10,282,746,445,889,364,817
11,282,746,445,889,364,817
12,282,746,445,889,364,817
13,264,708,440,868,352,788
14,265,708,439,868,352,788
15,267,708,440,871,353,790
16,267,708,440,871,353,790
17,268,708,440,871,354,790
18,264,735,433,892,348,813
19,264,735,433,892,348,813
20,263,783,440,941,351,862
21,263,783,439,941,351,862
22,263,783,439,941,351,862
23,265,828,446,983,356,906
24,265,828,446,983,356,906
25,265,828,446,983,356,906
26,265,828,446,983,356,906
27,265,828,446,983,356,906
28,296,849,448,996,372,923
29,296,850,448,997,372,923
30,352,872,471,1004,412,938
31,356,873,468,1009,412,941
32,356,873,468,1009,412,941
33,1167,579,1301,707,1234,643
34,1167,579,1301,707,1234,643
35,886,624,1018,745,952,684
36,885,624,1018,745,952,684
37,886,624,1018,745,952,685
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
