frame,x1,y1,x2,y2,cx,cy
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,916,430,1027,511,971,471
3,913,432,1029,512,971,472
4,913,433,1029,510,971,472
5,914,436,1026,511,970,473
6,908,436,1022,512,965,474
7,910,436,1024,514,967,475
8,910,439,1027,517,969,478
9,907,444,1027,520,967,482
10,905,446,1030,528,968,487
11,916,450,1036,531,976,491
12,918,454,1039,535,979,494
13,923,460,1044,542,983,501
14,923,468,1045,553,984,511
15,926,472,1047,553,987,513
16,918,474,1059,557,988,515
17,942,485,1063,564,1002,524
17,898,475,1065,559,982,517
18,940,489,1067,571,1003,530
19,947,492,1068,577,1008,534
20,947,495,1069,579,1008,537
21,951,499,1070,581,1010,540
22,937,498,1069,582,1003,540
23,938,501,1067,583,1002,542
24,938,497,1064,583,1001,540
25,935,499,1055,581,995,540
26,927,497,1042,581,984,539
27,925,494,1038,577,982,535
28,925,489,1036,573,981,531
29,933,469,1044,569,988,519
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,992,445,1148,562,1070,503
33,1039,422,1179,540,1109,481
34,1052,365,1201,515,1126,440
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,905,244,1074,361,989,303
38,869,238,1010,365,939,301
39,839,244,971,391,905,318
40,811,262,938,402,874,332
41,790,278,914,416,852,347
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
