frame,x1,y1,x2,y2,cx,cy
0,972,351,1089,425,1031,388
1,975,350,1091,419,1033,384
2,977,349,1094,418,1035,383
3,983,349,1096,415,1040,382
4,992,348,1098,413,1045,380
5,997,347,1100,408,1048,377
6,998,348,1102,406,1050,377
7,999,348,1106,406,1053,377
8,1000,350,1109,408,1054,379
9,1000,351,1107,410,1053,381
10,1000,355,1101,411,1051,383
11,996,362,1103,417,1050,390
12,999,368,1101,423,1050,395
13,1001,373,1099,427,1050,400
14,1000,377,1097,434,1049,405
15,0,0,0,0,0,0
16,998,395,1099,455,1048,425
17,997,403,1104,462,1051,432
18,985,409,1098,477,1042,443
19,989,422,1097,482,1043,452
20,971,429,1097,497,1034,463
21,971,441,1094,505,1032,473
22,966,449,1094,510,1030,480
23,973,460,1089,515,1031,488
23,965,455,1093,527,1029,491
24,967,465,1085,520,1026,493
25,964,469,1083,524,1023,496
26,964,474,1076,524,1020,499
27,957,474,1072,527,1014,500
28,955,473,1066,525,1011,499
29,951,471,1062,524,1007,498
30,953,466,1063,523,1008,495
30,953,449,1064,530,1008,490
31,955,462,1065,523,1010,492
32,960,455,1071,523,1016,489
33,973,458,1092,527,1033,493
34,988,458,1131,544,1059,501
35,1012,443,1148,541,1080,492
36,1018,403,1149,531,1084,467
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,758,159,855,277,806,218
42,721,146,840,291,780,218
43,698,143,817,289,758,216
44,689,148,798,285,744,217
45,673,144,790,284,731,214
46,665,144,781,287,723,215
47,657,138,780,285,718,211
48,653,140,775,285,714,212
49,651,138,774,285,713,212
50,651,141,771,285,711,213
51,651,149,773,285,712,217
52,652,152,775,286,714,219
53,654,158,774,291,714,224
54,661,164,777,297,719,230
55,663,172,781,307,722,239
56,665,182,787,316,726,249
57,671,193,791,327,731,260
58,673,205,796,336,735,270
59,679,215,806,344,742,279
