frame,x1,y1,x2,y2,cx,cy
0,905,421,1029,488,967,454
1,912,424,1030,488,971,456
2,909,427,1031,497,970,462
3,912,430,1031,505,972,467
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,918,440,1041,511,980,476
7,920,444,1038,515,979,479
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,910,461,1053,533,981,497
12,929,470,1051,527,990,498
12,896,468,1052,535,974,502
13,0,0,0,0,0,0
14,933,476,1051,531,992,504
15,936,481,1053,538,995,510
15,931,477,1058,554,995,516
16,937,486,1052,537,994,511
16,936,482,1052,556,994,519
17,944,489,1055,539,999,514
17,944,486,1059,556,1002,521
18,911,488,1063,557,987,523
18,949,491,1057,546,1003,518
19,901,489,1062,557,982,523
20,953,499,1060,549,1007,524
21,0,0,0,0,0,0
22,948,502,1061,550,1004,526
23,951,503,1061,552,1006,528
24,948,502,1062,555,1005,529
25,945,502,1064,554,1005,528
26,941,501,1063,555,1002,528
27,950,496,1066,558,1008,527
28,949,498,1061,555,1005,526
29,951,498,1054,555,1002,527
30,944,489,1052,556,998,523
31,946,483,1052,556,999,519
32,0,0,0,0,0,0
33,946,451,1060,556,1003,504
34,963,432,1082,554,1023,493
35,989,431,1148,547,1068,489
36,1034,420,1166,530,1100,475
37,1045,373,1186,519,1115,446
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,896,205,1023,345,959,275
41,859,184,975,323,917,254
42,834,184,943,331,888,257
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
