frame,x1,y1,x2,y2,cx,cy
0,302,871,442,1054,372,963
1,0,0,0,0,0,0
2,1250,537,1429,682,1340,609
3,1258,541,1429,680,1343,610
4,1259,542,1429,680,1344,611
5,1259,541,1429,678,1344,610
6,683,789,844,927,763,858
7,1033,821,1150,951,1091,886
8,1033,820,1149,949,1091,885
9,1033,820,1149,949,1091,885
10,1033,821,1149,949,1091,885
11,1033,821,1149,950,1091,885
12,243,907,381,1054,312,980
13,237,910,368,1056,302,983
14,237,910,367,1056,302,983
15,1242,572,1416,742,1329,657
16,1243,572,1416,742,1330,657
17,1244,571,1416,741,1330,656
18,230,915,359,1063,295,989
19,1241,553,1417,720,1329,637
20,1252,556,1418,719,1335,637
21,1207,547,1413,712,1310,629
22,1208,547,1413,712,1311,629
23,1210,546,1413,711,1312,629
24,1202,524,1400,701,1301,613
25,408,986,538,1080,473,1033
26,408,987,538,1080,473,1033
27,1185,553,1339,703,1262,628
28,1183,553,1341,704,1262,629
29,1182,552,1340,706,1261,629
30,1150,566,1311,728,1230,647
31,839,573,993,759,916,666
32,839,573,994,759,916,666
33,839,573,995,759,917,666
34,839,573,996,759,917,666
35,839,573,995,759,917,666
36,806,592,991,773,898,682
37,1086,589,1276,755,1181,672
38,1088,589,1276,755,1182,672
39,0,0,0,0,0,0
40,1099,584,1233,736,1166,660
41,1099,584,1231,736,1165,660
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,620,609,798,810,709,710
49,615,611,772,811,693,711
50,614,611,772,812,693,712
51,600,614,783,825,691,719
52,600,614,786,825,693,720
53,600,614,786,825,693,720
54,903,640,1048,768,975,704
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
