frame,x1,y1,x2,y2,cx,cy
0,897,615,1071,808,984,712
1,1081,587,1205,745,1143,666
2,1080,587,1206,744,1143,666
3,1078,587,1207,745,1142,666
4,1078,587,1208,744,1143,666
5,1077,587,1208,744,1142,666
6,1072,583,1206,742,1139,663
7,1075,584,1203,741,1139,662
8,1076,584,1202,741,1139,662
9,757,768,946,917,852,843
10,757,768,948,916,852,842
11,757,767,948,917,852,842
12,885,635,1049,834,967,734
13,902,629,1083,838,992,733
14,902,628,1086,838,994,733
15,902,628,1085,837,994,733
16,902,628,1086,838,994,733
17,902,629,1086,838,994,733
18,709,813,909,950,809,882
19,719,823,905,951,812,887
20,720,824,905,951,813,888
21,930,664,1088,858,1009,761
22,930,664,1087,858,1009,761
23,930,664,1087,859,1009,761
24,926,666,1091,865,1009,765
25,907,670,1075,871,991,770
26,907,670,1074,871,991,771
27,907,670,1074,872,991,771
28,907,670,1074,871,991,770
29,907,670,1074,872,990,771
30,912,689,1077,882,994,786
31,901,718,1041,899,971,809
32,901,719,1041,899,971,809
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,1119,611,1273,788,1196,699
38,1118,611,1273,788,1196,700
39,1119,611,1272,788,1195,700
40,1118,611,1272,789,1195,700
41,1118,611,1272,789,1195,700
42,1314,612,1429,744,1371,678
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,1045,589,1192,762,1119,676
49,1036,577,1170,743,1103,660
50,1035,576,1171,742,1103,659
51,1033,576,1171,741,1102,659
52,1033,575,1170,742,1101,659
53,1032,575,1171,741,1101,658
54,1014,573,1159,724,1087,649
55,1158,581,1270,695,1214,638
56,1158,581,1268,694,1213,638
57,1019,585,1186,744,1102,664
58,1019,585,1186,744,1103,665
59,1020,585,1187,744,1104,664
