frame,x1,y1,x2,y2,cx,cy
0,798,447,881,546,839,497
1,792,456,880,549,836,503
2,786,462,873,557,829,509
3,777,464,875,559,826,512
4,769,468,876,560,822,514
5,763,468,871,560,817,514
6,753,470,866,559,810,514
7,749,469,863,558,806,513
8,744,469,862,556,803,512
9,735,468,856,555,796,511
10,728,463,851,551,790,507
11,720,460,852,550,786,505
12,709,454,833,543,771,498
13,701,449,840,534,770,492
14,689,437,831,523,760,480
15,677,426,829,514,753,470
16,665,418,815,505,740,461
17,651,403,805,491,728,447
18,639,384,788,481,713,433
19,624,368,766,466,695,417
20,611,353,762,451,686,402
21,597,338,731,440,664,389
22,587,322,717,429,652,375
23,572,305,715,421,643,363
24,556,302,706,419,631,361
25,548,294,691,427,619,360
26,544,290,683,433,614,362
27,533,297,670,435,602,366
28,531,303,656,433,594,368
29,519,308,649,460,584,384
30,516,327,648,470,582,399
31,513,356,649,480,581,418
32,510,380,668,498,589,439
33,513,411,679,515,596,463
34,518,428,679,528,598,478
35,523,447,684,540,604,494
36,531,463,695,553,613,508
37,538,469,704,567,621,518
38,543,462,711,566,627,514
39,546,445,714,549,630,497
40,544,428,723,541,634,485
41,543,404,736,519,640,462
42,551,357,738,483,645,420
43,570,326,752,451,661,389
44,595,277,768,414,681,345
45,619,238,801,379,710,309
46,642,203,811,344,726,273
47,670,163,826,312,748,237
48,694,127,845,280,769,204
49,0,0,0,0,0,0
50,747,102,858,237,803,170
51,769,105,869,237,819,171
52,790,98,875,218,833,158
53,798,102,886,205,842,153
54,812,111,885,205,849,158
55,818,121,891,206,854,163
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
