frame,x1,y1,x2,y2,cx,cy
0,695,395,844,482,769,439
1,688,388,838,479,763,433
2,683,383,832,477,758,430
3,676,378,828,476,752,427
4,667,377,819,476,743,426
5,660,376,815,475,737,426
6,653,376,807,478,730,427
7,643,377,795,482,719,429
8,636,380,791,484,713,432
9,623,382,790,490,707,436
10,614,390,773,491,694,441
11,605,396,771,494,688,445
12,595,399,763,498,679,449
13,584,400,749,503,667,452
14,574,401,738,506,656,454
15,564,404,735,508,650,456
16,555,405,726,507,640,456
17,545,400,716,504,631,452
18,533,394,708,503,621,448
19,525,379,701,497,613,438
20,517,368,670,489,594,429
21,510,357,671,486,590,421
22,504,351,672,483,588,417
23,495,342,651,484,573,413
24,488,338,652,483,570,411
25,481,336,660,487,571,412
26,465,338,631,489,548,414
27,459,341,625,486,542,414
28,454,351,625,498,539,424
29,449,362,629,501,539,431
30,441,376,631,514,536,445
31,435,399,634,518,534,459
32,433,412,629,532,531,472
33,429,421,633,548,531,484
34,433,433,638,560,535,497
35,438,446,640,571,539,509
36,444,453,653,580,549,516
37,455,463,660,588,558,526
38,466,468,678,595,572,531
39,481,470,690,600,586,535
40,501,470,704,601,602,536
41,525,472,716,603,620,538
42,549,474,736,604,642,539
43,572,474,758,604,665,539
44,598,474,780,603,689,539
45,627,474,796,601,711,538
46,656,475,819,599,737,537
47,688,474,836,597,762,536
48,713,476,852,597,782,537
49,741,475,865,592,803,534
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
