frame,x1,y1,x2,y2,cx,cy
0,814,445,915,540,865,493
1,794,448,907,539,850,494
2,774,449,899,538,836,493
3,755,447,880,535,817,491
4,736,445,877,530,807,487
5,725,437,863,522,794,479
6,712,428,854,510,783,469
7,707,422,844,501,775,461
8,704,406,830,485,767,446
9,701,391,822,475,761,433
10,692,373,805,460,749,416
11,678,355,797,446,738,401
12,664,340,773,433,719,386
13,648,322,763,417,705,369
14,635,297,740,401,687,349
15,620,274,718,377,669,325
16,615,252,728,374,672,313
17,606,231,711,364,659,298
18,604,211,706,357,655,284
19,0,0,0,0,0,0
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,0,0,0,0,0,0
25,0,0,0,0,0,0
26,517,202,634,319,576,260
27,507,218,618,336,562,277
28,495,248,595,359,545,303
29,474,292,596,421,535,356
30,463,326,587,443,525,384
31,480,376,639,481,560,429
32,492,415,650,511,571,463
33,505,433,679,537,592,485
34,522,440,700,547,611,493
35,535,429,721,539,628,484
36,562,402,750,523,656,462
37,613,349,742,479,677,414
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,933,87,1031,235,982,161
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
