frame,x1,y1,x2,y2,cx,cy
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,0,0,0,0,0,0
10,0,0,0,0,0,0
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,1588,901,1717,1020,1653,961
18,1585,902,1716,1019,1651,960
19,1170,607,1311,725,1240,666
20,1170,607,1311,726,1240,666
21,1612,932,1736,1023,1674,977
22,0,0,0,0,0,0
23,1566,517,1688,618,1627,567
24,1566,518,1688,619,1627,568
25,1440,636,1555,736,1498,686
26,1442,635,1555,736,1498,686
27,1441,635,1555,736,1498,686
28,1193,588,1404,794,1298,691
29,1200,585,1404,799,1302,692
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,1573,576,1709,704,1641,640
33,1574,577,1711,705,1642,641
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,1564,404,1693,532,1628,468
43,1564,404,1692,531,1628,468
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,1460,502,1566,601,1513,552
51,1460,503,1565,602,1513,552
52,1463,551,1586,655,1524,603
53,1463,551,1586,654,1524,603
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,1534,700,1667,801,1600,751
59,1534,700,1667,801,1600,751
