frame,x1,y1,x2,y2,cx,cy
0,1247,797,1357,892,1302,845
1,1252,798,1363,893,1308,846
2,1256,801,1367,894,1312,848
3,1259,804,1378,893,1318,848
4,1261,807,1387,895,1324,851
5,1262,807,1403,895,1332,851
6,1268,806,1405,891,1336,849
7,1272,802,1408,890,1340,846
8,1279,804,1416,888,1348,846
9,1283,801,1418,884,1350,842
10,1289,803,1427,883,1358,843
11,1293,803,1433,885,1363,844
12,1291,803,1436,889,1364,846
13,1302,805,1435,888,1369,847
14,1310,808,1439,889,1375,848
15,1311,814,1440,892,1375,853
16,1313,822,1446,898,1379,860
17,1320,825,1455,901,1388,863
18,1328,827,1462,903,1395,865
19,1331,829,1463,904,1397,866
20,1338,831,1467,901,1402,866
21,1338,829,1469,904,1403,866
22,1286,822,1480,903,1383,863
23,1305,822,1484,901,1394,861
24,1341,817,1482,895,1411,856
25,1362,808,1488,889,1425,849
26,1334,800,1485,883,1409,842
27,1344,789,1485,875,1414,832
28,1344,774,1484,863,1414,818
29,1354,762,1493,852,1423,807
30,1359,751,1505,840,1432,795
31,1403,731,1524,832,1463,781
32,1420,706,1546,814,1483,760
33,1428,671,1556,787,1492,729
34,1408,640,1551,764,1480,702
35,1363,612,1520,757,1442,684
36,1347,592,1491,709,1419,650
37,1323,572,1459,690,1391,631
38,1311,562,1445,689,1378,626
39,1306,547,1442,694,1374,621
40,1307,541,1444,686,1375,613
41,1309,539,1450,682,1379,611
42,1311,537,1452,679,1382,608
43,1314,533,1449,678,1382,606
44,1315,533,1449,665,1382,599
45,1316,534,1450,659,1383,596
46,1312,532,1452,662,1382,597
47,1311,532,1451,661,1381,597
48,1307,532,1443,668,1375,600
49,1305,532,1440,673,1372,602
50,1303,537,1430,673,1366,605
51,1302,538,1420,674,1361,606
52,1301,541,1418,674,1360,607
53,1299,546,1417,676,1358,611
54,1296,551,1407,687,1352,619
55,1294,560,1402,690,1348,625
56,1291,568,1399,692,1345,630
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
