frame,x1,y1,x2,y2,cx,cy
0,1031,587,1172,728,1102,658
1,1040,590,1188,729,1114,659
2,1054,590,1204,730,1129,660
3,1060,595,1218,734,1139,664
4,1071,602,1225,738,1148,670
5,1077,611,1232,748,1155,679
6,1089,620,1244,756,1166,688
7,1097,633,1259,764,1178,699
8,1105,642,1269,778,1187,710
9,1099,658,1277,795,1188,726
10,1110,668,1283,806,1197,737
11,1125,685,1294,818,1209,751
12,1136,706,1301,837,1219,771
13,1131,719,1306,854,1219,786
14,1131,736,1311,864,1221,800
15,1140,757,1323,886,1232,821
16,1163,776,1328,892,1245,834
17,1173,787,1330,904,1252,846
18,1168,802,1335,912,1252,857
19,1187,810,1334,905,1261,857
20,1189,813,1338,913,1263,863
21,1192,819,1343,915,1268,867
22,1197,821,1349,918,1273,870
23,1181,814,1350,920,1265,867
24,1200,812,1399,913,1300,862
25,1209,803,1363,898,1286,851
26,1210,783,1356,881,1283,832
27,1147,759,1354,865,1251,812
28,1155,743,1357,846,1256,794
29,1210,723,1357,827,1283,775
30,1230,698,1366,806,1298,752
31,1219,667,1372,792,1296,730
32,1219,627,1390,766,1304,697
33,1218,587,1395,738,1307,662
34,1193,536,1373,693,1283,615
35,1132,489,1301,631,1216,560
36,1080,454,1225,600,1152,527
37,1022,423,1178,566,1100,494
38,987,409,1132,560,1059,484
39,968,396,1118,551,1043,473
40,963,388,1104,549,1034,468
41,963,383,1098,540,1031,461
42,964,378,1099,540,1032,459
43,965,377,1100,539,1033,458
44,965,379,1100,545,1033,462
45,965,381,1100,547,1033,464
46,959,385,1099,552,1029,468
47,960,387,1095,551,1028,469
48,957,388,1084,555,1020,472
49,950,392,1081,558,1016,475
50,944,392,1073,557,1008,474
51,939,394,1063,560,1001,477
52,933,397,1063,570,998,484
53,931,404,1063,575,997,490
54,931,409,1058,582,994,495
55,927,415,1053,587,990,501
56,928,420,1036,589,982,504
57,924,436,1030,600,977,518
58,919,449,1024,611,971,530
59,918,472,1018,619,968,546
