frame,x1,y1,x2,y2,cx,cy
0,1482,936,1586,1014,1534,975
1,1482,936,1584,1012,1533,974
2,1482,936,1583,1012,1533,974
3,993,551,1139,676,1066,614
4,994,551,1139,676,1067,614
5,639,434,826,626,733,530
6,639,434,830,626,734,530
7,1483,936,1584,1014,1533,975
8,1483,936,1583,1013,1533,975
9,1483,936,1580,1013,1532,974
10,786,339,1008,537,897,438
11,0,0,0,0,0,0
12,0,0,0,0,0,0
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,638,483,860,677,749,580
17,638,484,860,677,749,580
18,638,483,862,677,750,580
19,611,493,814,676,712,584
20,610,493,814,676,712,584
21,732,518,988,711,860,615
22,732,518,988,710,860,614
23,718,517,942,712,830,615
24,562,490,715,645,639,567
25,686,517,894,707,790,612
26,685,517,893,706,789,611
27,663,515,890,710,777,613
28,659,515,890,710,774,612
29,502,460,699,636,601,548
30,502,459,698,635,600,547
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,470,392,719,578,595,485
34,470,392,720,578,595,485
35,485,386,707,588,596,487
36,486,388,707,589,597,488
37,428,503,619,688,523,596
38,428,504,618,689,523,596
39,695,501,806,613,751,557
40,404,505,618,682,511,593
41,369,524,556,701,462,612
42,369,524,555,700,462,612
43,347,520,523,712,435,616
44,347,520,525,711,436,616
45,648,381,840,565,744,473
46,615,475,793,643,704,559
47,608,464,776,600,692,532
48,608,464,775,600,692,532
49,898,429,1084,593,991,511
50,899,430,1083,593,991,511
51,883,432,1072,582,977,507
52,883,433,1072,583,977,508
53,601,413,727,531,664,472
54,602,413,727,532,665,472
55,602,402,721,519,661,460
56,603,401,721,519,662,460
57,596,389,718,505,657,447
58,597,389,719,505,658,447
59,239,361,480,572,360,467
