frame,x1,y1,x2,y2,cx,cy
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,1460,938,1551,1022,1506,980
5,1460,938,1551,1022,1506,980
6,1047,383,1226,534,1136,458
7,1052,383,1225,533,1138,458
8,1460,935,1550,1004,1505,969
9,1460,935,1552,1005,1506,970
10,1150,401,1307,543,1228,472
11,1150,401,1307,543,1229,472
12,1162,402,1330,551,1246,477
13,1164,403,1330,551,1247,477
14,1215,402,1371,563,1293,483
15,1214,402,1371,563,1293,483
16,1210,388,1396,558,1303,473
17,1209,388,1396,560,1302,474
18,1274,390,1420,532,1347,461
19,1273,390,1420,531,1347,461
20,1326,373,1503,521,1415,447
21,1344,375,1504,518,1424,446
22,1443,382,1593,504,1518,443
23,1452,379,1594,505,1523,442
24,1352,528,1504,679,1428,604
25,1352,528,1504,679,1428,604
26,1524,348,1652,458,1588,403
27,1525,348,1652,457,1589,403
28,1525,324,1654,450,1589,387
29,1525,324,1654,451,1590,387
30,1458,935,1565,1010,1512,973
31,1458,935,1567,1011,1512,973
32,1459,935,1570,1015,1515,975
33,1459,935,1570,1015,1514,975
34,1458,935,1567,1014,1512,974
35,1458,935,1566,1014,1512,974
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,1322,86,1455,257,1389,172
41,1322,86,1455,257,1389,172
42,1327,78,1470,260,1398,169
43,1327,78,1470,260,1398,169
44,1316,91,1479,263,1398,177
45,1316,90,1479,262,1398,176
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,313,922,491,1080,402,1001
51,313,922,491,1080,402,1001
52,1887,940,1920,1038,1903,989
53,1458,935,1566,1015,1512,975
54,1881,923,1920,1008,1900,965
55,1881,921,1920,1008,1900,965
56,1530,305,1748,502,1639,403
57,1531,305,1748,502,1639,403
58,1458,935,1566,1016,1512,976
59,1458,935,1566,1016,1512,975
