frame,x1,y1,x2,y2,cx,cy
0,987,530,1084,605,1035,568
1,986,536,1088,617,1037,577
2,989,546,1089,627,1039,587
3,993,558,1093,638,1043,598
4,994,569,1094,647,1044,608
5,994,578,1095,660,1044,619
6,993,585,1098,668,1045,627
7,998,594,1103,668,1050,631
8,1003,600,1111,675,1057,637
9,1004,604,1117,677,1061,641
10,1007,607,1113,677,1060,642
11,1013,611,1121,678,1067,644
11,1010,610,1138,694,1074,652
12,1016,613,1124,682,1070,648
13,1020,613,1135,684,1077,648
14,1024,614,1139,688,1081,651
15,1034,617,1147,689,1090,653
16,1039,621,1147,691,1093,656
17,1045,624,1149,690,1097,657
18,1048,628,1152,692,1100,660
19,1058,635,1160,694,1109,664
20,1066,636,1165,695,1115,666
21,1072,637,1169,696,1120,667
22,1074,636,1177,695,1126,665
23,1076,633,1182,697,1129,665
24,1047,625,1177,692,1112,658
24,1085,627,1179,691,1132,659
25,1043,619,1184,690,1113,654
26,1066,613,1187,683,1127,648
27,1092,604,1180,673,1136,639
28,1101,591,1188,655,1145,623
29,1099,581,1197,646,1148,614
30,1111,571,1201,642,1156,606
31,1111,552,1214,636,1163,594
32,1105,528,1213,626,1159,577
33,1093,502,1207,607,1150,554
34,1064,487,1181,584,1123,535
35,1041,465,1149,555,1095,510
36,1016,446,1113,537,1065,492
37,1005,431,1097,520,1051,476
38,1001,420,1093,518,1047,469
39,997,408,1090,512,1043,460
40,997,399,1089,503,1043,451
41,997,397,1089,501,1043,449
42,996,397,1088,502,1042,449
43,988,399,1090,514,1039,457
44,987,404,1085,526,1036,465
45,982,413,1082,524,1032,469
46,979,416,1075,526,1027,471
47,981,421,1068,524,1025,472
48,978,422,1068,524,1023,473
49,977,424,1063,521,1020,473
50,974,425,1059,523,1016,474
51,971,428,1055,528,1013,478
52,968,430,1052,531,1010,480
53,967,435,1051,534,1009,484
54,964,437,1049,536,1007,487
55,964,441,1050,538,1007,490
56,962,449,1047,540,1005,494
57,963,454,1044,543,1004,498
58,962,458,1040,546,1001,502
59,959,464,1039,553,999,508
