frame,x1,y1,x2,y2,cx,cy
0,0,0,0,0,0,0
1,974,513,1056,607,1015,560
2,983,518,1063,608,1023,563
3,989,520,1070,613,1030,567
4,994,527,1079,620,1036,573
5,996,533,1089,628,1042,581
6,1003,541,1099,634,1051,587
7,1013,547,1107,637,1060,592
8,1017,559,1112,641,1065,600
9,1021,566,1117,645,1069,606
10,1023,574,1126,655,1075,614
11,1025,584,1134,663,1080,624
12,1035,589,1144,671,1090,630
13,1045,598,1150,677,1097,637
14,1045,606,1148,678,1096,642
15,1048,612,1164,683,1106,648
16,1051,616,1162,686,1106,651
17,1057,622,1164,694,1111,658
18,1058,626,1165,695,1112,661
19,1058,628,1165,700,1111,664
20,1062,632,1168,701,1115,667
21,1056,633,1173,703,1114,668
22,1063,631,1176,701,1120,666
23,1069,627,1172,695,1121,661
23,1029,627,1172,701,1101,664
24,1057,624,1169,695,1113,659
25,1050,616,1169,691,1109,653
26,1056,613,1173,679,1115,646
27,1061,602,1183,669,1122,636
28,1061,592,1187,668,1124,630
29,1069,584,1187,660,1128,622
30,1082,573,1189,646,1135,609
31,1091,558,1192,639,1142,599
32,1090,540,1200,625,1145,582
33,1084,511,1194,614,1139,562
34,1069,489,1175,587,1122,538
35,0,0,0,0,0,0
36,1010,437,1118,538,1064,488
37,984,421,1076,517,1030,469
38,970,404,1063,514,1016,459
39,958,393,1047,504,1003,448
40,955,389,1043,498,999,443
41,953,382,1043,503,998,442
42,951,382,1043,511,997,446
43,951,383,1042,509,996,446
44,951,385,1040,506,995,445
45,949,388,1038,505,994,446
46,946,388,1035,508,991,448
47,943,394,1030,510,987,452
48,940,406,1022,516,981,461
49,934,408,1023,517,979,463
50,934,415,1012,518,973,467
51,933,419,1002,520,967,470
52,931,428,991,522,961,475
53,926,432,987,530,957,481
54,919,449,980,539,949,494
55,914,457,981,547,948,502
56,913,473,979,556,946,515
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
