frame,x1,y1,x2,y2,cx,cy
0,1003,534,1110,622,1056,578
1,1008,537,1117,626,1063,582
2,1013,541,1122,627,1067,584
3,1016,545,1124,627,1070,586
4,1017,550,1127,634,1072,592
5,1014,556,1127,637,1071,596
6,1018,559,1130,639,1074,599
7,1020,564,1133,644,1077,604
8,1022,567,1137,650,1079,609
9,1023,572,1137,656,1080,614
10,1025,582,1138,661,1081,622
11,1029,587,1142,665,1085,626
12,1036,590,1145,668,1090,629
13,1046,597,1154,673,1100,635
14,1045,603,1157,677,1101,640
15,1045,609,1158,679,1101,644
16,1049,613,1162,685,1106,649
17,1058,618,1166,690,1112,654
18,1067,625,1168,692,1118,658
19,1071,627,1172,695,1122,661
20,1073,630,1176,701,1125,666
21,1079,634,1180,703,1130,668
22,1081,634,1183,701,1132,667
23,1067,623,1184,698,1125,660
24,1073,622,1181,692,1127,657
25,1071,616,1188,694,1130,655
26,1075,610,1197,687,1136,648
27,1080,600,1192,675,1136,637
28,1088,595,1199,669,1143,632
29,1093,583,1202,661,1148,622
30,1102,570,1217,650,1160,610
31,1120,558,1226,640,1173,599
32,1121,532,1227,619,1174,576
33,1097,491,1213,590,1155,541
34,1071,467,1179,557,1125,512
35,1035,431,1148,526,1092,479
36,1003,407,1105,513,1054,460
37,980,393,1076,489,1028,441
38,965,384,1064,487,1015,435
39,960,380,1055,473,1008,427
40,959,375,1046,476,1003,425
41,959,376,1047,477,1003,427
42,960,377,1046,480,1003,428
43,960,378,1046,486,1003,432
44,962,380,1047,488,1004,434
45,961,381,1049,493,1005,437
46,960,380,1049,495,1004,437
47,959,381,1048,499,1003,440
48,959,388,1043,501,1001,444
49,957,387,1040,504,998,446
50,955,389,1038,506,997,448
51,956,399,1035,508,996,454
52,956,410,1031,513,993,461
53,955,414,1029,516,992,465
54,956,419,1027,519,992,469
55,957,423,1025,524,991,474
56,959,436,1022,532,991,484
57,958,451,1022,538,990,494
58,958,455,1020,545,989,500
59,958,474,1017,553,987,513
