frame,x1,y1,x2,y2,cx,cy
0,1274,302,1476,504,1375,403
1,1275,304,1475,502,1375,403
2,1275,304,1475,501,1375,402
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,0,0,0,0,0,0
9,1362,320,1549,470,1455,395
10,1362,320,1548,469,1455,395
11,1510,938,1652,1080,1581,1009
12,1405,439,1545,548,1475,493
13,1474,942,1648,1080,1561,1011
14,1475,942,1648,1080,1561,1011
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,1266,643,1378,769,1322,706
18,1266,642,1379,769,1323,706
19,1398,527,1605,662,1502,594
20,1399,527,1605,662,1502,594
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,1615,394,1784,534,1700,464
24,1615,396,1782,534,1698,465
25,1639,405,1795,530,1717,468
26,1639,405,1795,530,1717,468
27,1654,393,1801,521,1727,457
28,1654,393,1800,521,1727,457
29,1637,374,1782,510,1710,442
30,1638,374,1782,509,1710,442
31,1388,418,1543,566,1466,492
32,1387,418,1546,566,1467,492
33,1411,472,1572,657,1491,565
34,1411,472,1573,658,1492,565
35,0,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,0,0,0,0,0,0
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,1305,577,1411,700,1358,639
46,1301,563,1411,701,1356,632
47,419,938,563,1080,491,1009
48,0,0,0,0,0,0
49,429,941,586,1080,507,1010
50,0,0,0,0,0,0
51,1426,354,1641,543,1534,448
52,1427,355,1641,543,1534,449
53,445,962,565,1080,505,1021
54,445,961,565,1080,505,1020
55,432,943,558,1080,495,1011
56,432,943,559,1080,495,1011
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
