frame,x1,y1,x2,y2,cx,cy
0,1139,711,1334,880,1237,795
1,1140,711,1334,880,1237,795
2,1068,728,1284,888,1176,808
3,1068,728,1284,888,1176,808
4,1050,745,1254,897,1152,821
5,1050,745,1254,898,1152,821
6,1016,780,1206,922,1111,851
7,1016,781,1206,921,1111,851
8,989,821,1183,954,1086,887
9,988,821,1183,954,1086,887
10,979,844,1179,963,1079,904
11,979,844,1179,964,1079,904
12,972,869,1167,974,1069,921
13,972,869,1167,974,1069,921
14,949,870,1154,980,1052,925
15,949,870,1154,980,1052,925
16,942,858,1143,980,1042,919
17,942,858,1143,980,1042,919
18,936,833,1138,973,1037,903
19,936,833,1138,973,1037,903
20,924,796,1123,938,1024,867
21,924,796,1123,938,1024,867
22,907,784,1111,927,1009,855
23,907,784,1111,927,1009,855
24,907,746,1060,878,984,812
25,907,747,1060,878,984,812
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
33,0,0,0,0,0,0
34,0,0,0,0,0,0
35,0,0,0,0,0,0
36,591,525,724,694,658,609
37,591,525,724,694,658,609
38,579,507,732,671,655,589
39,579,507,732,671,655,589
40,605,506,746,668,675,587
41,605,506,746,668,675,587
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,0,0,0,0,0,0
45,0,0,0,0,0,0
46,0,0,0,0,0,0
47,0,0,0,0,0,0
48,0,0,0,0,0,0
49,0,0,0,0,0,0
50,0,0,0,0,0,0
51,0,0,0,0,0,0
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
