frame,x1,y1,x2,y2,cx,cy
0,568,489,687,610,628,550
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,0,0,0,0,0,0
6,0,0,0,0,0,0
7,0,0,0,0,0,0
8,507,514,647,642,577,578
9,507,514,646,642,576,578
10,507,513,646,642,577,578
11,500,501,639,645,570,573
12,500,502,639,645,570,574
13,0,0,0,0,0,0
14,0,0,0,0,0,0
15,0,0,0,0,0,0
16,0,0,0,0,0,0
17,0,0,0,0,0,0
18,480,451,622,567,551,509
19,481,451,622,567,551,509
20,0,0,0,0,0,0
21,0,0,0,0,0,0
22,0,0,0,0,0,0
23,442,359,573,480,507,419
24,441,360,573,480,507,420
25,0,0,0,0,0,0
26,0,0,0,0,0,0
27,0,0,0,0,0,0
28,0,0,0,0,0,0
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,625,799,711,846,668,822
33,626,799,711,846,668,822
34,625,798,711,846,668,822
35,629,797,713,847,671,822
36,630,797,714,847,672,822
37,1242,208,1328,287,1285,247
38,1242,208,1328,287,1285,247
39,1242,208,1328,287,1285,247
40,0,0,0,0,0,0
41,0,0,0,0,0,0
42,0,0,0,0,0,0
43,0,0,0,0,0,0
44,1198,78,1252,161,1225,120
45,1198,78,1252,161,1225,120
46,1198,78,1252,161,1225,120
47,444,646,502,721,473,683
48,443,647,501,721,472,684
49,551,386,622,453,586,420
50,551,386,622,453,586,419
51,551,386,622,453,586,419
52,0,0,0,0,0,0
53,0,0,0,0,0,0
54,0,0,0,0,0,0
55,0,0,0,0,0,0
56,0,0,0,0,0,0
57,0,0,0,0,0,0
58,0,0,0,0,0,0
59,0,0,0,0,0,0
